CLDECP|CLFACP|CDAGE|RASCL|RASC2|INDCL|LOCCL|PROCL|CCAPCP|PAIVCP|CDLIN|CDLIS|TPIVA|SCONTO
BEZIRK01|BEZIRK01|07|BEZIRKSGEMEINSCHAFT VINSCHGAU|DIREKTION SOZIALDIENSTE|HAUPTSTRASSE, 134 SCHLANDERS|CIG: Z3401F0616|BZ|39028|01340850211|||N|02050|
BRUCKE|BRUCKE|07|RESTAURANT ZUR BRUCKE|PETIJA DENIS|LAATSCH, 25|MALS|BZ|39024|02777270212||01|N||
CALVA|CALVA|07|CALVA VGMBH||LAATSCH, 140|MALS|BZ|39024|03059020218||01|N||
CAVALL01|CAVALL01|07|TSCHENETT BERNHARD & CO. SAS||VIA PETER MITTERHOFER,1|PARCINES|BZ|39020|01706600218|1|01|N||
CAVALLIN|CAVALL01|07|HOTEL CAVALLINO BIANCO||VIA MERCATO, 8 - MONTECHIARO|PRATO ALLO STELVIO|BZ|39026|01706600218|1|01|N||
CHAVALAT|CHAVALAT|07|PENSION CHAVALATSCH|GARAVAGNO LUCAS|ST. JOHANNSTR. 31|TAUFERS I.M.|BZ|39020|02378810218||01|N||
DURREN|DURREN|07|REST. DURREN AST|ZOSCHG IDA|VELLNAIER, 6/A|PRAD|BZ|39026|00854890217||01|N||
EDELWE05|EDELWE05|07|HOTEL RESTAURANT EDELWEISS|D. LAUB PETRA|VINSCHGAUERSTRASSE, 9|EYRS/LAAS|BZ|39023|02597690219||01|N||
ERIKA01|ERIKA01|07|PIZZ. REST. ERIKA|SACHSALBER PETER & CO. OHG|FLORASTRASSE, 39|GLURNS|BZ|39020|02544010214||01|N||
EUROBAR|EUROBAR|07|EUROBAR|DI PRIETH MARGHERITA & C. SAS|KREUZWEG, 2/H|PRATO ALLO STELVIO|BZ|39026|02334870215|1|01|N||
FLURIN|FLURIN|07|FLURIN GMBH||LAUBENGASSE, 2|GLURNS|BZ|39020|02986250211||01|N||
GANDER|GANDER|07|BACKEREI-KONDITOREI GANDER|BURGER RENATE|ST. ANTONWEG, 38/A|PRAD|BZ|39026|03320990215||01|N||
GEORG|GEORG|07|GASTHOF ST.GEORG|KOBLER E.& ANGERER W.OHG|AGUMS 36A|PRAD A.STILFSERJOCH|BZ|39026|00603360215||01|N||
GLORIAVA|GLORIAVA|07|GLORIA VALLIS GMBH|D. STEFAN LANGERER|WIESENWEG, 5|GLURNS|BZ|39020|02987020217||01|N||
GLURNSER|GLURNSER|07|GLURNSERHOF|ANGERER KURT|B.J. GRASSERSTR. 4|GLURNS|BZ|39020|02293610214||01|N||
GRUBER02|GRUBER02|07|GRUBER CHRISTIAN & CO KG||KREUZWEG, 15|PRAD|BZ|39026|00858840218||01|N||
HAUSER|HAUSER|07|HAUSER MAX & CO. KG|WARENHAUS|TSCHENGLS, 101|TSCHENGLS|BZ|39020|01515500211||01|N||
HGARDE01|HGARDE01|07|HOGAST ITALIEN EINKAUFSGEN.|FUR DAS HOTEL- UND GASTGEWERBE|SCHLACHTHOFSTRASSE, 53-B|BOZEN|BZ|39100|01342330212|||N||
HGARDEN|HGARDE01|07|GARDEN PARK HOTEL|ZENTRAL GMBH|HAUPTSTRASSE, 48|PRAD AM STILFSERJOCH|BZ|39026|01342330212||03|N||
HLAMM|HLAMM01|07|NATUR AKTIV HOTEL LAMM|STEINER ANDREAS & CO KG|ST. JOHANN STRASSE, 37|TAUFERS IM MUENSTERTAL|BZ|39020|01342330212||02|N||
HLAMM01|HLAMM01|07|HOGAST ITALIEN EINKAUFSGEN.|FUR DAS HOTEL- UND GASTGEWERBE|SCHLACHTHOFSTRASSE, 53-B|BOZEN|BZ|39100|01342330212|||N||
HZENTR01|HZENTR01|07|HOGAST ITALIEN EINKAUFSGEN.|FUR DAS HOTEL- UND GASTGEWERBE|SCHLACHTHOFSTRASSE, 53-B|BOZEN|BZ|39100|01342330212|||N||
HZENTRAL|HZENTR01|07|ZENTRAL GMBH||HAUPTSTRASSE, 100|PRAD AM STILFSERJOCH|BZ|39026|01342330212||03|N||
IRENE01|IRENE01|07|PIZZETTERIA IRENE|ZANAGLIA IRENE|VIDUMPLATZ, 1|GLURNS|BZ|39020|02351870213||01|N||
KINDER02|KINDER02|07|GEMEINDE PRAD KINDERGARTEN||KREUZGASSE, 3|PRAD|BZ|39026|00575500210||01|N||
KINDER16|KINDER16|07|GEMEINDE GLURNS KINDERGARTEN||FLORASTRASSE,19|GLURNS|BZ|39020|00432110211||01|N||
KINDER24|KINDER24|07|KINDERGARTEN TAUFERS|GEMEINDE TAUFERS I.M.|ST.JOHANNSTRASSE, 26|TAUFERS I.M.|BZ|39020|00414320218||01|N|00850|
KINDER56|KINDER56|07|KINDERGARTEN LICHTENBERG|GEMEINDE PRAD|KREUZGASSE, 3|PRAD|BZ|39026|00575500210||01|N||
KOCH|KOCH|07|GEMISCHTWAREN KOCH|KOCH JOHANNA MARIA|ST.JOHANNSTRASSE,50/A|TAUFERS IM MUNSTER|BZ|39020|00175460211||01|N||
KOFLER06|KOFLER06|07|DESPAR KOFLER KURT||VINSCHGAUERSTRASSE, 8|LAAS|BZ|39023|02469640219||01|N||
KRONE01|KRONE01|07|HOTEL KRONE OHG|RAINIS NADJA & CHRISTANDL ALBERT|STADTPLATZ, 9|GLURNS|BZ|39020|02442770216||01|N||
LAMM05|LAMM05|07|WALLNOFER KG - GASTHAUS LAMM|D. WALLNOFER OSWALD & CO.|LAATSCH, 72|MALS|BZ|39024|01473770210||01|N||
LIDOPRAD|LIDOPRAD|07|EVENT MANAGEMENT DES|MANUEL RUEPP|KIEFERNHAINWEG, 9A|PRAD|BZ|39026|03205540218||01|N||
LINDE02|LINDE02|07|BAR LINDE|WUNDERER K. THEINER K.OHG|ST. ANTONWEG, 10|PRAD|BZ|39026|01718320219||01|N||
MAIR02|MAIR02|07|METZGEREI MAIR|KUENRATH ROLAND & CO. OHG|FLORASTRASSE, 32|GLURNS|BZ|39020|00591620216||01|N||
MARY|MARY|07|MARY'S MARKET|DER THEINER MARIA|KORTSCH 283/A|SCHLANDERS|BZ|39028|02458690217||01|N||
MONTAN01|MONTAN01|07|BAR MONTANA KG|GANDER PHILIPP & CO.|ST.ANTONWEG, 38/A|PRAD AM STILFSERJOCH|BZ|39026|00745960211||01|N||
MUHLRADL|MUHLRADL|07|BAR CAFE' PUB MUHLRADL|FLORINETH CHRISTOF & CO.OHG|LAATSCH, 73 B|MALS|BZ|39024|02215800216||01|N||
MUSIKK07|MUSIKK07|07|MUSIKKAPELLE DER STADT GLURNS|Z.H. PATRICK WALLNOFER|SILBERGASSE|GLURNS|BZ|39020|82026950210||01|N||
NEUEPOST|NEUEPOST|07|NEUE POST|PIRCHER PETRA|HAUPTSTRASSE, 36|PRAD AM STILFSERJOCH|BZ|39026|03183190218||01|N||
OBERESTI|OBERESTI|07|OBERE STILFSER ALM|GRUBER TABEA|KREUZWEG, 15|PRAD AM STILFSERJOCH|BZ|39026|03119810210||01|N||
ORTLER04|ORTLER04|07|RESTAURANT BAR ORTLER|PICHLER OSWALD & CO. KG|GLURNERSTR. 2|SCHLUDERNS|BZ|39020|02203290214||01|N||
PBELVE03|PBELVE03|07|GASTRO-POOL ITALIEN GMBH||SCHLACHTHOFSTRASSE, 53-B|BOZEN|BZ|39100|02616790214||02|N||
PBELVENU|PBELVE03|07|BELVENU BOUTIQUE HOTEL|BACHMAYER GMBH|STADTPLATZ, 7|GLURNS|BZ|39020|02616790214||02|N||
PCAMPI04|PCAMPI05|07|CAMPING SAGEMUHLE GMBH|ALBERT KARIN KATHERINA|DORNWEG, 12|PRAD AM STILFSERJOCH|BZ|39026|02616790214||02|N||
PCAMPI05|PCAMPI05|07|GASTRO-POOL ITALIEN GMBH||SCHLACHTHOFSTRASSE, 53-B|BOZEN|BZ|39100|02616790214||02|N||
PGRUNE01|PGRUNE01|07|GASTRO-POOL ITALIEN GMBH||SCHLACHTHOFSTRASSE, 53-B|BOZEN|BZ|39100|02616790214||02|N||
PGRUNERB|PGRUNE01|07|GASTHOF GRUENER BAUM|BACHMAYER GMBH|STADTPLATZ, 7|GLURNS|BZ|39020|02616790214||02|N||
PMARKE01|PMARKE01|07|GASTRO-POOL ITALIEN GMBH||SCHLACHTHOFSTRASSE, 53-B|BOZEN|BZ|39100|02616790214||02|N||
PMARKET|PMARKE01|07|MARKET CAMPING SAGEMUHLE GMBH|ALBERT KARIN KATHERINA|DORNWEG, 12|PRAD AM STILFSERJOCH|BZ|39026|02616790214||02|N||
POST01|POST01|07|HOTEL POST KG|D.KARNER E.& CO.|FLORASTRASSE,15|GLURNS|BZ|39020|01187950215||01|N||
POSTHI01|POSTHI01|07|ZION REISEN KG|DES GURSCHLER ERWIN & CO.|SANDWEG, 14|PRAD AM STILFSERJOCH|BZ|39026|02808490219||01|N||
POSTHIRS|POSTHI01|07|HOTEL POST HIRSCH|ZION REISEN KG|SPONDINIG, 7|SCHLUDERNS|BZ|39020|02808490219||01|N||
PRESTA01|PRESTA01|07|GASTRO-POOL ITALIEN GMBH||SCHLACHTHOFSTRASSE, 53-B|BOZEN|BZ|39100|02616790214||02|N||
PRESTAUR|PRESTA01|07|RESTAURANT CAMPING SAGEMUHLE GMBH|ALBERT KARIN KATHERINA|DORNWEG, 12|PRAD AM STILFSERJOCH|BZ|39026|02616790214||02|N||
RENATE|RENATE|07|REST.PIZZERIA RENATE|NIEDEREG.GALASCH & CO OHG|FLORASTRASSE, 39|GLURNS|BZ|39020|01608480214||01|N||
RENNERCL|RENNERCL|07|RENNERCLUB VINSCHGAU||HAUPTSTRASSE, 22|GRAUN|BZ|39027|01736890219||01|N||
RUNGG01|RUNGG06|07|FRISCHECENTER RUNGG PRAD||KREUZGASSE, 2/B|PRAD AM STILFSERJOCH|BZ|39026|00738950211||01|N||
RUNGG06|RUNGG06|07|MARKET RUNGG GMBH||HAUPTSTRASSE, 71|PRAD AM STILFSERJOCH|BZ|39026|00738950211||01|N||
SANDHEIM|SANDHEIM|07|PIZZ. REST. SANDHEIM|DAGMAR DES MAYR MARKUS & CO. KG|ST. ANTONWEG, 53|PRAD AM STILFSERJOCH|BZ|39026|03184640211||01|N||
SAURER|SAURER|07|BACKEREI KONDITOREI SAURER|DES KLAUS SAURER & CO. OHG|HAUPTSTRASSE, 59|PRAD A. STILFSERJOCH|BZ|39026|00738270214||01|N||
SCHUST04|SCHUST04|07|SCHUSTER GMBH||LAATSCH,139|MALS|BZ|39024|00638530212||03|N||
SISINIUS|SISINIUS|07|ST. SISINIUS PIZZERIA & SCHWIMMBAD|HAUSER WALTER|MARMORSTRASSE, 5/B|LAAS|BZ|39023|03034510218||01|N||
SPORTCLU|SPORTCLU|07|SPORTCLUB GLURNS||LAUBEN,26|GLURNS|BZ|39020|00670250216||01|N||
STADTC01|STADTC01|07|STADTCAFE'|MICHAELA DURICOVA|FLORASTRASSE, 18|GLURNS|BZ|39020|03146760214||01|N||
STEINBOC|STEINBOC|07|RESTAURANT STEINBOCK|FLURIN GMBH|FLORASTRASSE, 9|GLURNS|BZ|39020|02986250211||01|N||
STERN|STERN|07|GASTHOF STERN OHG|NIGG JOSEF|SILBERSTRASSE, 1|PRAD|BZ|39026|02272250214||01|N||
TANNEN01|TANNEN00|07|TRAFOUR VGMBG|HOTEL TANNENHEIM|TRAFOI 2|STILFS|BZ|39020|02914690215||02|N|00200|
TOURIS05|TOURIS05|07|TOURISMUSVEREIN PRAD||KREUZWEG, 4 C|PRAD AM STILFSERJOCH|BZ|39026|02807130212||01|N||
WALLNO01|WALLNO01|07|WALLNOFER ROSMARIE & CO. OHG|OBST-GEMUSE-BLUMEN|HAUPTSTRASSE,59|PRAD|BZ|39026|00857530216||01|N||
WALLNO02|WALLNO02|07|WALLNOFER KG - DORFLADEN|D. WALLNOFER OSWALD & CO.|LAATSCH, 72|MALS|BZ|39024|01473770210||01|N||
WEISSE11|WEISSE11|07|GASTHOF WEISSES KREUZ|WALDNER DIETRICH|MALSERSTRASSE|GLURNS|BZ|39020|02927040218||01|N||
ZERESS|ZERESS|07|CHRISTANDL MANUEL|RESTAURANT ZERESS|BURGEIS, 300|MALS|BZ|39026|03117590210||01|N||
ZONE|ZONE01|07|BAR ZONE||KIEFERNHAINWEG, 106|PRAD AM STILFSERJOCH|BZ|39026|02697990212||01|N||
ZONE01|ZONE01|07|KFZ-SERVICE-LOOS GMBH||INDUSTRIESTR. 23|LAAS|BZ|39023|02697990212||01|N||
ALTERS23|ALTERS24|08|STIFTUNG PILSENHOF||KIRCHGASSE, 24|TERLAN   100020|BZ|39018|02607440217|||N|02880|
ALTERS24|ALTERS24|08|EMPORIUM GENOSSENSCHAFT|COD: 100020|INNSBRUCKERSTRASSE, 23|BOZEN|BZ|39100|02607440217|||N||
ANDREA|ANDREA|08|CAFE'ANDREA|D.TRAFOJER PIUS & CO.OHG|THALGUTERSTRASSE,20|ALGUND|BZ|39022|01369950215||01|N||
ASCHBACH|ASCHBACH|08|GASTHAUS ASCHBACHERHOF OHG|DER MENGHIN ERIKA|ASCHBACH, 24|ALGUND|BZ|39022|02454210218||01|N||
ERSCHBAM|ERSCHBAM|08|CAFE' ERSCHBAMER|EGGER PETER|GREGOR GASSER STR. 14|NALS|BZ|39010|01335360218||01|N||
ETSCHGRU|ETSCHGRU|08|REST. ETSCHGRUND|ERB HELGA ANNA|BAHNHOFSTR. 14|BURGSTALL|BZ|39010|01129080212||01|N||
FLORA|FLORA|08|PENSION FLORA|DES LADURNER GUNTHER KG|HUEBENWEG, 1|ALGUND|BZ|39022|01192940219||01|N||
GERTA|GERTA01|08|CAFE' GERTA|STIMPFL TANJA|MITTERTERZERSTR. 3|MARLING|BZ|39020|02343700213||01|N||
GERTA01|GERTA01|08|CAFE GERTA|STIMPFL TANJA|MAX VALIER STRASSE, 5-2|MARLING|BZ|39020|02343700213||01|N||
GRUNERBA|GRUNERBA|08|GASTHOF GRUNER BAUM|INH.UNGERER REINHOLD|ROMSTRASSE,7|GARGAZON|BZ|39010|00678350216||01|N||
HAPPM|HAPPM|08|IMBISS HAPPM PAPPM|ALBER KARL HEINZ|LUIS ZUEGG STRASSE, 1|LANA|BZ|39011|01636230219||01|N||
HAPPM01|HAPPM01|08|HAPPM PAPPM LANA|ALBER MICHAEL|SCHNATTERPECKSTRASSE, 22|LANA|BZ|39011|03062730217||01|N||
HELISA01|HELISA01|08|HOGAST ITALIEN EINKAUFSGEN.|FUR DAS HOTEL- UND GASTGEWERBE|SCHLACHTHOFSTRASSE, 53-B|BOZEN|BZ|39100|01342330212|||N||
HGERHA01|HGERHA01|08|HOGAST ITALIEN EINKAUFSGEN.|FUR DAS HOTEL- UND GASTGEWERBE|SCHLACHTHOFSTRASSE, 53-B|BOZEN|BZ|39100|01342330212|||N||
HIRSCH02|HIRSCH02|08|REST. ZUM HIRSCHEN|FONTANA MICHAEL|NALSERSTRASSE, 22|VILPIAN|BZ|39018|02999720218||01|N||
HJAGDH01|HJAGDH01|08|HOGAST ITALIEN EINKAUFSGEN.|FUR DAS HOTEL- UND GASTGEWERBE|SCHLACHTHOFSTRASSE, 53-B|BOZEN|BZ|39100|01342330212||01|N||
HJAGDHOF|HJAGDH01|08|GIARDINO MARLING GMBH|KLAMMER ULRIKE|ST.FELIXWEG, 18|MARLING|BZ|39020|01342330212||02|N||
HLAMAJ01|HLAMAJ01|08|HOGAST ITALIEN EINKAUFSGEN.|FUR DAS HOTEL- UND GASTGEWERBE|SCHLACHTHOFSTRASSE, 53-B|BOZEN|BZ|39100|01342330212||01|N||
HLAMAJE|HLAMAJ01|08|LA MAIENA MERAN RESORT|WALDNER GMBH|NORDERSTRASSE, 15|MARLING|BZ|39020|01342330212||02|N||
HMARLE02|HMARLE02|08|HOGAST ITALIEN EINKAUFSGEN.|FUR DAS HOTEL- UND GASTGEWERBE|SCHLACHTHOFSTRASSE, 53-B|BOZEN|BZ|39100|01342330212||01|N||
HMARLENA|HMARLE02|08|HOTEL MARLENA GMBH|INDERST JOHANN|NORDERSTRASSE, 6|MARLING|BZ|39020|01342330212||03|N||
HWESSO01|HWESSO01|08|HOGAST ITALIEN EINKAUFSGEN.|FUR DAS HOTEL- UND GASTGEWERBE|SCHLACHTHOFSTRASSE, 53-B|BOZEN|BZ|39100|01342330212|||N||
HWESSOBR|HWESSO01|08|HOTEL WESSOBRUNN|D. GUNTHER MAIR|LAURINSTRASSE, 99|MERAN|BZ|39012|01342330212||02|N||
HWIESE01|HWIESE01|08|HOGAST ITALIEN EINKAUFSGEN.|FUR DAS HOTEL- UND GASTGEWERBE|SCHLACHTHOFSTRASSE, 53-B|BOZEN|BZ|39100|01342330212|||N||
HWIESENH|HWIESE01|08|HOTEL WIESENHOF GMBH|FAM. SCHROTTER|J. WEINGARTNERSTR. 16|ALGUND|BZ|39022|01342330212||03|N||
KIENZL01|KIENZL01|08|KIENZL KG|KIENZL HINTEREGGER A.& CO.|ALTE LANDSTRASSE,38|ALGUND|BZ|39022|01047360217||03|N||
LADURN|LADURN|08|PIZZERIA LADURN|LADURNER MARKUS|NORDERSTRASSE, 21|MARLING|BZ|39020|02622580211||01|N||
LANDESFE|LANDESFE|08|LANDESFEUERWEHRSCHULE|SUDTIROL|BRAUEREISTRASSE, 18|VILPIAN|BZ|39010|01341170213|||N|02200|
LICHTENB|LICHTENB|08|BILDUNGSHAUS LICHTENBURG|STIFTUNG ST. ELISABETH|VILPIANERSTRASSE, 27|NALS|BZ|39010|02651810216||01|N||
LIDONALS|LIDONA01|08|SPORT BAR LIDO  NALS|GASSER FLORIAN|GOLDGASSE, 4|NALS|BZ|39010|02911690218||01|N||
MAIR01|MAIR01|08|METZGEREI & FEINKOST MAIR|DES HANNES MAIR & CO. KG|HAUPTSTRASSE, 9|TERLAN|BZ|39018|01069720215||01|N||
MEBO|MEBO|08|MEBO STOP & GO|BRUNNER STEFAN & CO. KG|NALSERSTRASSE, 28|VILPIAN/TERLAN|BZ|39018|02606240212||01|N||
MEINBE03|MEINBE04|08|FILIALE NALS MEIN BECK GMBH||WEINSTRASSE, 41|NALS|BZ|39010|02742930213||01|N||
MEINBE04|MEINBE04|08|MEIN BECK GMBH||ZOLLSTRASSE, 5|NALS|BZ|39010|02742930213||01|N||
MEINBE05|MEINBE05|08|MEIN BECK INVEST KG OGGL MANFRED|& CO. - MITARBEITERKUCHE|WEINSTRASSE, 41|NALS|BZ|39010|01710570217||01|N||
MEINBECK|MEINBECK|08|BACKEREI MEIN BECK|OGGL MANFRED & CO. KG|ZOLLSTRASSE, 5|NALS|BZ|39010|01710570217||01|N||
MENZ|MENZ|08|CENTER MARKET|DES FELIX LANPACHER|KIRCHPLATZ,2|MARLING|BZ|39020|03180920211||01|N||
NATURBAR|NATURBAR|08|NATURBAR TENNIS|GUERCIO ORIETTA|BAHNHOFSTRASSE, 35|GARGAZON|BZ|39010|02704710215||01|N||
NIGG|NIGG|08|METZGEREI NIGG STEFAN & CO. KG||KARL ATZ PLATZ, 3|TERLAN|BZ|39018|01190050219||01|N||
ORCHIDEA|ORCHIDEA|08|ORCHIDEA|DER EGGER RENATE|REICHSTRASSE, 26|GARGAZON|BZ|39010|02910470216||01|N||
PALLWEBE|PALLWEBE|08|PALLWEBER GMBH||GOLDGASSE, 2|NALS|BZ|39010|00538210212||01|N||
PAPOLL01|PAPOLL01|08|GASTRO-POOL ITALIEN GMBH||SCHLACHTHOFSTRASSE, 53-B|BOZEN|BZ|39100|02616790214||02|N||
PAPOLLON|PAPOLL01|08|APOLLONIA KG|GEISER THOMAS & CO.|ST. APOLLONIAWEG, 3|NALS SIRMIAN|BZ|39010|02616790214||02|N||
PFOSTL|PFOSTL|08|METZGEREI VON PFOSTL|DES FLORIAN PIRCHER|ALTE LANDSTRASSE, 33 A|ALGUND|BZ|39022|03183690217||01|N||
PFOSTLST|PFOSTLST|08|PFOSTLSTUBE|DANIEL CREPAZ|ALTE LANDSTRASSE, 33 A|ALGUND|BZ|39022|03017430210||01|N||
PJAGER|PJAGER03|08|GASTHOF JAGER|MAIR ANGELIKA|ST. APOLLONIA, 5|OBERSIRMIAN-NALS|BZ|39010|02616790214||02|N||
PJAGER03|PJAGER03|08|GASTRO-POOL ITALIEN GMBH||SCHLACHTHOFSTRASSE, 53-B|BOZEN|BZ|39100|02616790214||02|N||
PMEHRH01|PMEHRH01|08|GASTRO-POOL ITALIEN GMBH||SCHLACHTHOFSTRASSE, 53-B|BOZEN|BZ|39100|02616790214||02|N||
PMEHRHAU|PMEHRH01|08|HOTEL MEHRHAUSER|MEHRHAUSER GERDA|GOLDGASSE, 16|NALS|BZ|39010|02616790214||02|N||
PNALSE01|PNALSE01|08|GASTRO-POOL ITALIEN GMBH||SCHLACHTHOFSTRASSE, 53-B|BOZEN|BZ|39100|02616790214||02|N||
PNALSERH|PNALSE01|08|HOTEL NALSERHOF GMBH||GOLDGASSE, 6|NALS|BZ|39010|02616790214||02|N||
PPUNTH01|PPUNTH01|08|GASTRO-POOL ITALIEN GMBH||SCHLACHTHOFSTRASSE, 53-B|BOZEN|BZ|39100|02616790214||02|N||
PPUNTHOF|PPUNTH01|08|ANSITZ PUENTHOF|DES WOLF ALEX|STEINACHSTR. 25|ALGUND|BZ|39022|02616790214||02|N||
PSANDL01|PSANDL01|08|GASTRO-POOL ITALIEN GMBH||SCHLACHTHOFSTRASSE, 53-B|BOZEN|BZ|39100|02616790214||02|N||
PSANDLST|PSANDL01|08|SANDLSTUEBELE|DES WINDEGGER THOMAS & CO. KG|ST. VIGILSTRASSE, 7|NALS|BZ|39010|02616790214||02|N||
PSENNE07|PSENNE08|08|BACKEREI KONDITOREI TERLAN||DR. WEISER PLATZ, 7|TERLAN|BZ|39027|00740950217||01|N||
PSENNE08|PSENNE08|08|BACKEREI KONDITOREI PSENNER GMBH||HAUPTSTRASSE, 63|NATURNS|BZ|39025|00740950217||01|N||
PSONNE05|PSONNE05|08|GASTRO-POOL ITALIEN GMBH||SCHLACHTHOFSTRASSE, 53-B|BOZEN|BZ|39100|02616790214||02|N||
PSONNENH|PSONNE05|08|HOTEL SONNENHOF|D. HELLRIGL WOLFGANG|ANSELM-PATTIS STRASSE, 13|MARLING|BZ|39020|02616790214||02|N||
PVILPI01|PVILPI01|08|GASTRO-POOL ITALIEN GMBH||SCHLACHTHOFSTRASSE, 53-B|BOZEN|BZ|39100|02616790214||02|N||
PVILPIAN|PVILPI01|08|VILPIANERHOF|ELISABETH VISINTAINER & CO. KG|NALSERSTRASSE, 12|TERLAN|BZ|39018|02616790214||02|N||
PWALDS01|PWALDS01|08|GASTRO-POOL ITALIEN GMBH||SCHLACHTHOFSTRASSE, 53-B|BOZEN|BZ|39100|02616790214||02|N||
PWALDSCH|PWALDS01|08|HOTEL GASTHOF WALDSCHENKE|WINKLER ALOIS|ST. FELIXWEG, 11|MARLING|BZ|39020|02616790214||02|N||
ROSEMARI|ROSEMARI|08|GASTHOF ROSEMARIE|KUNTNER CHRISTOF & CO.KG|GAMPENSTR. 57|MARLING|BZ|39020|02784060218||01|N||
SCHWAR08|SCHWAR08|08|SCHWARZ THOMAS||ROMSTRASSE, 12|GARGAZON|BZ|39010|01717240210||01|N||
SENNAMEG|SENNAMEG|08|GASTHAUS SENN AM EGG|GUFLER MICHAEL|ST. FELIXWEG, 21|MARLING|BZ|39020|02619940212||01|N||
STACHE01|STACHE01|08|ANSITZ STACHELBURG|D.ELFRIEDE & MARLENE DALLACORTE OHG|PRISSIANERSTRASSE, 2|NALS|BZ|39010|00715010211||01|N||
STEINA01|STEINA01|08|CAFE' KONDITOREI STEINACH|PRANTL HARALD & CO. KG|STEINACHSTRASSE, 35|ALGUND|BZ|39022|03097940211||03|N||
THURNERG|THURNERG|08|HOTEL THURNERGUT KG|DES PIRCHER MANFRED & CO.|GNAIDWEG, 19|DORF TIROL|BZ|39019|02215460219||01|N||
TRAUBE|TRAUBE|08|TRAUBENWIRT MARLING SRLS||FRANZ INNERHOFERSTRASSE, 2|MARLING|BZ|39020|03055970218||03|N|00500|
UNTERGAN|UNTERGAN|08|UNTERGANDLKELLER|SIEGFRIED STOCKER & CO.KG|BRAUHAUSSTRASSE,21|ALGUND/FORST|BZ|39022|00605240217||01|N||
ALBERT|ALBERT|09|ALBERT'S BACKSTUBE DES KNEISSL|CHRISTIAN & CO. KG|PLATT, 8|MOOS IN PASS.|BZ|39013|01385540214||01|N||
ALPENR01|ALPENR01|09|GASTHAUS ALPENROSE|PFITSCHER & CO. OHG|JAUFENSTRASSE, 8 - WALTEN|ST. LEONHARD IN PASSEIER|BZ|39015|01174450211||01|N||
ALPENR04|ALPENR04|09|GASTHOF ALPENROSE|ALBER HELMUTH|GOMION,1|ST.LEONHARD/PASSEIER|BZ|39015|01617880214||03|N||
ALTERS02|ALTERS02|09|SENIORENHEIM ST. BENEDIKT|DER GEM. RIFFIAN KUENS ST. MARTIN|GARBERWEG, 1|ST.MARTIN IN PASSEIER|BZ|39010|02817310218|||N|00600|
ALTERS04|ALTERS04|09|ALTERSHEIM ST. BARBARA|KONS. SENIORENDIENSTE PASSEIER|KIRCHWEG, 40|ST. LEONHARD IN PASSEIER|BZ|39015|01286080211|||N|02980|
ALTERS15|ALTERS15|09|EMPORIUM GENOSSENSCHAFT|CIG: Z7B1258CD3 - COD: 100.025|INNSBRUCKERSTRASSE, 29|BOZEN|BZ|39100|02607440217|||N||
BADSAND|BADSAND|09|RESIDENCE GASTHAUS BAD SAND|GOGELE CHRISTOPH|PLATTERSTRASSE, 1|MOOS|BZ|39013|02371670213||01|N||
BERGKRIS|BERGKRIS|09|BAR BERGKRISTALL|DES RAFFL GERHARD|PFELDERS, 103|MOOS IN PASS.|BZ|39013|02357480215||03|N||
BERGLA02|BERGLA02|09|HOTEL BERGLAND|WAGE GMBH|SCHLOSSWEG, 2|ST. LEONHARD IN PASS.|BZ|39015|02503160216||03|N||
BREITEBE|BREITEBE|09|GASTHOF BREITEBEN KG|DER WILHELM ANNA & CO.|BREITEBNERSTRASSE, 3|ST. MARTIN IN PASSEIER|BZ|39010|00739820215||01|N||
BRUCKENW|BRUCKENW|09|GASTHAUSBRAUEREI BRUCKENWIRT OHG|DES FONTANA MARTIN & CO.|BREITEBNERSTRASSE, 2|ST. MARTIN / PASSEIER|BZ|39010|02666240219||03|N||
BUCHERKE|BUCHERKE|09|BUCHERKELLER KG|DER WALZL ERIKA & CO.|KELLERLAHN, 4|ST. LEONHARD/PASS.|BZ|39015|01722830211||03|N||
C+C|C+C|09|C+C SUPERMARKET PASSEIER|PLATTER WERNER & CO.OHG|DORFSTRASSE, 51|ST. MARTIN / PASSEIER|BZ|39010|00237310214||01|N|00200|
CAMPIN03|CAMPIN04|09|CAMPING PASSEIER|TROMPEDELLER STEPHAN|PASSEIRERSTRASSE, 10|ST. MARTIN|BZ|39010|02817810217||03|N||
CAMPIN04|CAMPIN04|09|CAMPING PASSEIER|TROMPEDELLER STEPHAN|GEWERBEZONE, 15|ST. LEONHARD|BZ|39015|02817810217||03|N||
DORFCA03|DORFCA03|09|DORFCAFE' KOFLER|KOFLER CHRISTIAN & CO. KG|DORFSTRASSE, 28 A|ST. MARTIN/PASS.|BZ|39010|03031340213||01|N||
EDELWE01|EDELWE01|09|GASTHOF EDELWEISS|KOFLER HELGA|ZEPPICHLERSTR. 12|MOOS IN PASSEIER|BZ|39013|00746850213||03|N||
EGGERGRU|EGGERGRU|09|EGGER-GRUB-ALM|REICHEGGER ELENA MARIA|RAIFFEISENPLATZ, 2|ST. LEONHARD IN PASSEIER|BZ|39015|03177840216||03|N||
ENZIAN|ENZIAN|09|PENSION ENZIAN|DANDLER SIEGFRIED|PFELDERS, 25|MOOS IN PASSEIER|BZ|39013|02454450210||03|N||
